Date,Open,High,Low,Close,Volume,Adj Close
26-02-2015,18224.41016,18239.42969,18157.07031,18214.41992,81500000,18214.41992
25-02-2015,18208.66992,18244.38086,18182.75977,18224.57031,80480000,18224.57031
24-02-2015,18112.57031,18231.08984,18098.73047,18209.18945,79310000,18209.18945
23-02-2015,18140.75977,18141.21094,18054.83984,18116.83984,83670000,18116.83984
20-02-2015,17985.76953,18144.28906,17878.36914,18140.43945,111390000,18140.43945
19-02-2015,18028.66992,18028.66992,17924.59961,17985.76953,79130000,17985.76953
18-02-2015,18045.7207,18048.69922,17982.19922,18029.84961,75090000,18029.84961
17-02-2015,18019.80078,18052.00977,17951.41016,18047.58008,98760000,18047.58008
13-02-2015,17968.65039,18037.41016,17961.75977,18019.34961,85230000,18019.34961
12-02-2015,17862.14063,17975.65039,17862.14063,17972.38086,117160000,17972.38086
11-02-2015,17867.85938,17897.21094,17759.65039,17862.14063,89890000,17862.14063
10-02-2015,17736.15039,17890.33984,17729.24023,17868.75977,89930000,17868.75977
09-02-2015,17821.49023,17821.49023,17685.32031,17729.21094,81590000,17729.21094
06-02-2015,17881.53906,17951.08984,17764.40039,17824.28906,93610000,17824.28906
05-02-2015,17677.25977,17889.58008,17677.25977,17884.88086,79890000,17884.88086
04-02-2015,17664.99023,17782.2207,17603.21094,17673.01953,102560000,17673.01953
03-02-2015,17369.9707,17670.75977,17369.9707,17666.40039,112860000,17666.40039
02-02-2015,17169.99023,17367.67969,17037.75977,17361.03906,108090000,17361.03906
30-01-2015,17416.84961,17419.90039,17156.82031,17164.94922,168560000,17164.94922
29-01-2015,17195.28906,17433.13086,17136.30078,17416.84961,111690000,17416.84961
28-01-2015,17402.91016,17484.41016,17189,17191.36914,115980000,17191.36914
27-01-2015,17638.5293,17638.5293,17288.31055,17387.21094,135940000,17387.21094
26-01-2015,17668.10938,17696.35938,17567.59961,17678.69922,87220000,17678.69922
23-01-2015,17812.5,17812.5,17667.5293,17672.59961,97110000,17672.59961
22-01-2015,17557.28906,17840.89063,17482.53906,17813.98047,111980000,17813.98047
21-01-2015,17509.96094,17599.58008,17396.03906,17554.2793,95530000,17554.2793
20-01-2015,17516.96094,17588.69922,17346.73047,17515.23047,119600000,17515.23047
16-01-2015,17320,17528.36914,17243.55078,17511.57031,140480000,17511.57031
15-01-2015,17436.30078,17517.41016,17298.03906,17320.71094,94520000,17320.71094
14-01-2015,17609.06055,17609.06055,17264.90039,17427.08984,109180000,17427.08984
13-01-2015,17645.01953,17923.00977,17498.23047,17613.67969,99360000,17613.67969
12-01-2015,17742.05078,17793.88086,17571.58008,17640.83984,92500000,17640.83984
09-01-2015,17911.01953,17915.32031,17686.08984,17737.36914,93390000,17737.36914
08-01-2015,17591.9707,17916.03906,17591.9707,17907.86914,114890000,17907.86914
07-01-2015,17374.7793,17597.08008,17374.7793,17584.51953,91030000,17584.51953
06-01-2015,17504.17969,17581.05078,17262.36914,17371.64063,101870000,17371.64063
05-01-2015,17821.30078,17821.30078,17475.92969,17501.65039,116160000,17501.65039
02-01-2015,17823.07031,17951.7793,17731.30078,17832.99023,76270000,17832.99023
